,member_name,member_id,member_party,member_json
517,Shaun Bailey,4757,Conservative,"{'value': {'id': 4757, 'nameListAs': 'Bailey, Shaun', 'nameDisplayAs': 'Shaun Bailey', 'nameFullTitle': 'Shaun Bailey MP', 'nameAddressAs': None, 'latestParty': {'id': 4, 'name': 'Conservative', 'abbreviation': 'Con', 'backgroundColour': '0000ff', 'foregroundColour': 'ffffff', 'isLordsMainParty': True, 'isLordsSpiritualParty': True, 'governmentType': 0, 'isIndependentParty': False}, 'gender': 'M', 'latestHouseMembership': {'membershipFrom': 'West Bromwich West', 'membershipFromId': 3842, 'house': 1, 'membershipStartDate': '2019-12-12T00:00:00', 'membershipEndDate': None, 'membershipEndReason': None, 'membershipEndReasonNotes': None, 'membershipEndReasonId': None, 'membershipStatus': {'statusIsActive': True, 'statusDescription': 'Current Member', 'statusNotes': None, 'statusId': 0, 'status': 0, 'statusStartDate': '2019-12-12T00:00:00'}}, 'thumbnailUrl': 'https://members-api.parliament.uk/api/Members/4757/Thumbnail'}, 'links': [{'rel': 'self', 'href': '/Members/4757', 'method': 'GET'}, {'rel': 'overview', 'href': '/Members/4757', 'method': 'GET'}, {'rel': 'synopsis', 'href': '/Members/4757/Synopsis', 'method': 'GET'}, {'rel': 'contactInformation', 'href': '/Members/4757/Contact', 'method': 'GET'}]}"
518,Cherilyn Mackrory,4758,Conservative,"{'value': {'id': 4758, 'nameListAs': 'Mackrory, Cherilyn', 'nameDisplayAs': 'Cherilyn Mackrory', 'nameFullTitle': 'Cherilyn Mackrory MP', 'nameAddressAs': None, 'latestParty': {'id': 4, 'name': 'Conservative', 'abbreviation': 'Con', 'backgroundColour': '0000ff', 'foregroundColour': 'ffffff', 'isLordsMainParty': True, 'isLordsSpiritualParty': True, 'governmentType': 0, 'isIndependentParty': False}, 'gender': 'F', 'latestHouseMembership': {'membershipFrom': 'Truro and Falmouth', 'membershipFromId': 3812, 'house': 1, 'membershipStartDate': '2019-12-12T00:00:00', 'membershipEndDate': None, 'membershipEndReason': None, 'membershipEndReasonNotes': None, 'membershipEndReasonId': None, 'membershipStatus': {'statusIsActive': True, 'statusDescription': 'Current Member', 'statusNotes': None, 'statusId': 0, 'status': 0, 'statusStartDate': '2019-12-12T00:00:00'}}, 'thumbnailUrl': 'https://members-api.parliament.uk/api/Members/4758/Thumbnail'}, 'links': [{'rel': 'self', 'href': '/Members/4758', 'method': 'GET'}, {'rel': 'overview', 'href': '/Members/4758', 'method': 'GET'}, {'rel': 'synopsis', 'href': '/Members/4758/Synopsis', 'method': 'GET'}, {'rel': 'contactInformation', 'href': '/Members/4758/Contact', 'method': 'GET'}]}"
519,Joy Morrissey,4759,Conservative,"{'value': {'id': 4759, 'nameListAs': 'Morrissey, Joy', 'nameDisplayAs': 'Joy Morrissey', 'nameFullTitle': 'Joy Morrissey MP', 'nameAddressAs': None, 'latestParty': {'id': 4, 'name': 'Conservative', 'abbreviation': 'Con', 'backgroundColour': '0000ff', 'foregroundColour': 'ffffff', 'isLordsMainParty': True, 'isLordsSpiritualParty': True, 'governmentType': 0, 'isIndependentParty': False}, 'gender': 'F', 'latestHouseMembership': {'membershipFrom': 'Beaconsfield', 'membershipFromId': 3311, 'house': 1, 'membershipStartDate': '2019-12-12T00:00:00', 'membershipEndDate': None, 'membershipEndReason': None, 'membershipEndReasonNotes': None, 'membershipEndReasonId': None, 'membershipStatus': {'statusIsActive': True, 'statusDescription': 'Current Member', 'statusNotes': None, 'statusId': 0, 'status': 0, 'statusStartDate': '2019-12-12T00:00:00'}}, 'thumbnailUrl': 'https://members-api.parliament.uk/api/Members/4759/Thumbnail'}, 'links': [{'rel': 'self', 'href': '/Members/4759', 'method': 'GET'}, {'rel': 'overview', 'href': '/Members/4759', 'method': 'GET'}, {'rel': 'synopsis', 'href': '/Members/4759/Synopsis', 'method': 'GET'}, {'rel': 'contactInformation', 'href': '/Members/4759/Contact', 'method': 'GET'}]}"
520,Gary Sambrook,4760,Conservative,"{'value': {'id': 4760, 'nameListAs': 'Sambrook, Gary', 'nameDisplayAs': 'Gary Sambrook', 'nameFullTitle': 'Gary Sambrook MP', 'nameAddressAs': None, 'latestParty': {'id': 4, 'name': 'Conservative', 'abbreviation': 'Con', 'backgroundColour': '0000ff', 'foregroundColour': 'ffffff', 'isLordsMainParty': True, 'isLordsSpiritualParty': True, 'governmentType': 0, 'isIndependentParty': False}, 'gender': 'M', 'latestHouseMembership': {'membershipFrom': 'Birmingham, Northfield', 'membershipFromId': 3330, 'house': 1, 'membershipStartDate': '2019-12-12T00:00:00', 'membershipEndDate': None, 'membershipEndReason': None, 'membershipEndReasonNotes': None, 'membershipEndReasonId': None, 'membershipStatus': {'statusIsActive': True, 'statusDescription': 'Current Member', 'statusNotes': None, 'statusId': 0, 'status': 0, 'statusStartDate': '2019-12-12T00:00:00'}}, 'thumbnailUrl': 'https://members-api.parliament.uk/api/Members/4760/Thumbnail'}, 'links': [{'rel': 'self', 'href': '/Members/4760', 'method': 'GET'}, {'rel': 'overview', 'href': '/Members/4760', 'method': 'GET'}, {'rel': 'synopsis', 'href': '/Members/4760/Synopsis', 'method': 'GET'}, {'rel': 'contactInformation', 'href': '/Members/4760/Contact', 'method': 'GET'}]}"
521,David Johnston,4761,Conservative,"{'value': {'id': 4761, 'nameListAs': 'Johnston, David', 'nameDisplayAs': 'David Johnston', 'nameFullTitle': 'David Johnston MP', 'nameAddressAs': None, 'latestParty': {'id': 4, 'name': 'Conservative', 'abbreviation': 'Con', 'backgroundColour': '0000ff', 'foregroundColour': 'ffffff', 'isLordsMainParty': True, 'isLordsSpiritualParty': True, 'governmentType': 0, 'isIndependentParty': False}, 'gender': 'M', 'latestHouseMembership': {'membershipFrom': 'Wantage', 'membershipFromId': 3827, 'house': 1, 'membershipStartDate': '2019-12-12T00:00:00', 'membershipEndDate': None, 'membershipEndReason': None, 'membershipEndReasonNotes': None, 'membershipEndReasonId': None, 'membershipStatus': {'statusIsActive': True, 'statusDescription': 'Current Member', 'statusNotes': None, 'statusId': 0, 'status': 0, 'statusStartDate': '2019-12-12T00:00:00'}}, 'thumbnailUrl': 'https://members-api.parliament.uk/api/Members/4761/Thumbnail'}, 'links': [{'rel': 'self', 'href': '/Members/4761', 'method': 'GET'}, {'rel': 'overview', 'href': '/Members/4761', 'method': 'GET'}, {'rel': 'synopsis', 'href': '/Members/4761/Synopsis', 'method': 'GET'}, {'rel': 'contactInformation', 'href': '/Members/4761/Contact', 'method': 'GET'}]}"
522,Anthony Mangnall,4762,Conservative,"{'value': {'id': 4762, 'nameListAs': 'Mangnall, Anthony', 'nameDisplayAs': 'Anthony Mangnall', 'nameFullTitle': 'Anthony Mangnall MP', 'nameAddressAs': None, 'latestParty': {'id': 4, 'name': 'Conservative', 'abbreviation': 'Con', 'backgroundColour': '0000ff', 'foregroundColour': 'ffffff', 'isLordsMainParty': True, 'isLordsSpiritualParty': True, 'governmentType': 0, 'isIndependentParty': False}, 'gender': 'M', 'latestHouseMembership': {'membershipFrom': 'Totnes', 'membershipFromId': 3810, 'house': 1, 'membershipStartDate': '2019-12-12T00:00:00', 'membershipEndDate': None, 'membershipEndReason': None, 'membershipEndReasonNotes': None, 'membershipEndReasonId': None, 'membershipStatus': {'statusIsActive': True, 'statusDescription': 'Current Member', 'statusNotes': None, 'statusId': 0, 'status': 0, 'statusStartDate': '2019-12-12T00:00:00'}}, 'thumbnailUrl': 'https://members-api.parliament.uk/api/Members/4762/Thumbnail'}, 'links': [{'rel': 'self', 'href': '/Members/4762', 'method': 'GET'}, {'rel': 'overview', 'href': '/Members/4762', 'method': 'GET'}, {'rel': 'synopsis', 'href': '/Members/4762/Synopsis', 'method': 'GET'}, {'rel': 'contactInformation', 'href': '/Members/4762/Contact', 'method': 'GET'}]}"
523,Fay Jones,4763,Conservative,"{'value': {'id': 4763, 'nameListAs': 'Jones, Fay', 'nameDisplayAs': 'Fay Jones', 'nameFullTitle': 'Fay Jones MP', 'nameAddressAs': None, 'latestParty': {'id': 4, 'name': 'Conservative', 'abbreviation': 'Con', 'backgroundColour': '0000ff', 'foregroundColour': 'ffffff', 'isLordsMainParty': True, 'isLordsSpiritualParty': True, 'governmentType': 0, 'isIndependentParty': False}, 'gender': 'F', 'latestHouseMembership': {'membershipFrom': 'Brecon and Radnorshire', 'membershipFromId': 3357, 'house': 1, 'membershipStartDate': '2019-12-12T00:00:00', 'membershipEndDate': None, 'membershipEndReason': None, 'membershipEndReasonNotes': None, 'membershipEndReasonId': None, 'membershipStatus': {'statusIsActive': True, 'statusDescription': 'Current Member', 'statusNotes': None, 'statusId': 0, 'status': 0, 'statusStartDate': '2019-12-12T00:00:00'}}, 'thumbnailUrl': 'https://members-api.parliament.uk/api/Members/4763/Thumbnail'}, 'links': [{'rel': 'self', 'href': '/Members/4763', 'method': 'GET'}, {'rel': 'overview', 'href': '/Members/4763', 'method': 'GET'}, {'rel': 'synopsis', 'href': '/Members/4763/Synopsis', 'method': 'GET'}, {'rel': 'contactInformation', 'href': '/Members/4763/Contact', 'method': 'GET'}]}"
524,Bell Ribeiro-Addy,4764,Labour,"{'value': {'id': 4764, 'nameListAs': 'Ribeiro-Addy, Bell', 'nameDisplayAs': 'Bell Ribeiro-Addy', 'nameFullTitle': 'Bell Ribeiro-Addy MP', 'nameAddressAs': None, 'latestParty': {'id': 15, 'name': 'Labour', 'abbreviation': 'Lab', 'backgroundColour': 'ff0000', 'foregroundColour': 'ffffff', 'isLordsMainParty': True, 'isLordsSpiritualParty': False, 'governmentType': 3, 'isIndependentParty': False}, 'gender': 'F', 'latestHouseMembership': {'membershipFrom': 'Streatham', 'membershipFromId': 3784, 'house': 1, 'membershipStartDate': '2019-12-12T00:00:00', 'membershipEndDate': None, 'membershipEndReason': None, 'membershipEndReasonNotes': None, 'membershipEndReasonId': None, 'membershipStatus': {'statusIsActive': True, 'statusDescription': 'Current Member', 'statusNotes': None, 'statusId': 0, 'status': 0, 'statusStartDate': '2019-12-12T00:00:00'}}, 'thumbnailUrl': 'https://members-api.parliament.uk/api/Members/4764/Thumbnail'}, 'links': [{'rel': 'self', 'href': '/Members/4764', 'method': 'GET'}, {'rel': 'overview', 'href': '/Members/4764', 'method': 'GET'}, {'rel': 'synopsis', 'href': '/Members/4764/Synopsis', 'method': 'GET'}, {'rel': 'contactInformation', 'href': '/Members/4764/Contact', 'method': 'GET'}]}"
525,Wendy Chamberlain,4765,Liberal Democrat,"{'value': {'id': 4765, 'nameListAs': 'Chamberlain, Wendy', 'nameDisplayAs': 'Wendy Chamberlain', 'nameFullTitle': 'Wendy Chamberlain MP', 'nameAddressAs': None, 'latestParty': {'id': 17, 'name': 'Liberal Democrat', 'abbreviation': 'LD', 'backgroundColour': 'f8a428', 'foregroundColour': 'FFFFFF', 'isLordsMainParty': True, 'isLordsSpiritualParty': False, 'governmentType': None, 'isIndependentParty': False}, 'gender': 'F', 'latestHouseMembership': {'membershipFrom': 'North East Fife', 'membershipFromId': 2135, 'house': 1, 'membershipStartDate': '2019-12-12T00:00:00', 'membershipEndDate': None, 'membershipEndReason': None, 'membershipEndReasonNotes': None, 'membershipEndReasonId': None, 'membershipStatus': {'statusIsActive': True, 'statusDescription': 'Current Member', 'statusNotes': None, 'statusId': 0, 'status': 0, 'statusStartDate': '2019-12-12T00:00:00'}}, 'thumbnailUrl': 'https://members-api.parliament.uk/api/Members/4765/Thumbnail'}, 'links': [{'rel': 'self', 'href': '/Members/4765', 'method': 'GET'}, {'rel': 'overview', 'href': '/Members/4765', 'method': 'GET'}, {'rel': 'synopsis', 'href': '/Members/4765/Synopsis', 'method': 'GET'}, {'rel': 'contactInformation', 'href': '/Members/4765/Contact', 'method': 'GET'}]}"
526,Dr Jamie Wallis,4766,Conservative,"{'value': {'id': 4766, 'nameListAs': 'Wallis, Dr Jamie', 'nameDisplayAs': 'Dr Jamie Wallis', 'nameFullTitle': 'Dr Jamie Wallis MP', 'nameAddressAs': None, 'latestParty': {'id': 4, 'name': 'Conservative', 'abbreviation': 'Con', 'backgroundColour': '0000ff', 'foregroundColour': 'ffffff', 'isLordsMainParty': True, 'isLordsSpiritualParty': True, 'governmentType': 0, 'isIndependentParty': False}, 'gender': 'M', 'latestHouseMembership': {'membershipFrom': 'Bridgend', 'membershipFromId': 3362, 'house': 1, 'membershipStartDate': '2019-12-12T00:00:00', 'membershipEndDate': None, 'membershipEndReason': None, 'membershipEndReasonNotes': None, 'membershipEndReasonId': None, 'membershipStatus': {'statusIsActive': True, 'statusDescription': 'Current Member', 'statusNotes': None, 'statusId': 0, 'status': 0, 'statusStartDate': '2019-12-12T00:00:00'}}, 'thumbnailUrl': 'https://members-api.parliament.uk/api/Members/4766/Thumbnail'}, 'links': [{'rel': 'self', 'href': '/Members/4766', 'method': 'GET'}, {'rel': 'overview', 'href': '/Members/4766', 'method': 'GET'}, {'rel': 'synopsis', 'href': '/Members/4766/Synopsis', 'method': 'GET'}, {'rel': 'contactInformation', 'href': '/Members/4766/Contact', 'method': 'GET'}]}"
527,James Sunderland,4767,Conservative,"{'value': {'id': 4767, 'nameListAs': 'Sunderland, James', 'nameDisplayAs': 'James Sunderland', 'nameFullTitle': 'James Sunderland MP', 'nameAddressAs': None, 'latestParty': {'id': 4, 'name': 'Conservative', 'abbreviation': 'Con', 'backgroundColour': '0000ff', 'foregroundColour': 'ffffff', 'isLordsMainParty': True, 'isLordsSpiritualParty': True, 'governmentType': 0, 'isIndependentParty': False}, 'gender': 'M', 'latestHouseMembership': {'membershipFrom': 'Bracknell', 'membershipFromId': 3352, 'house': 1, 'membershipStartDate': '2019-12-12T00:00:00', 'membershipEndDate': None, 'membershipEndReason': None, 'membershipEndReasonNotes': None, 'membershipEndReasonId': None, 'membershipStatus': {'statusIsActive': True, 'statusDescription': 'Current Member', 'statusNotes': None, 'statusId': 0, 'status': 0, 'statusStartDate': '2019-12-12T00:00:00'}}, 'thumbnailUrl': 'https://members-api.parliament.uk/api/Members/4767/Thumbnail'}, 'links': [{'rel': 'self', 'href': '/Members/4767', 'method': 'GET'}, {'rel': 'overview', 'href': '/Members/4767', 'method': 'GET'}, {'rel': 'synopsis', 'href': '/Members/4767/Synopsis', 'method': 'GET'}, {'rel': 'contactInformation', 'href': '/Members/4767/Contact', 'method': 'GET'}]}"
528,Julie Marson,4768,Conservative,"{'value': {'id': 4768, 'nameListAs': 'Marson, Julie', 'nameDisplayAs': 'Julie Marson', 'nameFullTitle': 'Julie Marson MP', 'nameAddressAs': None, 'latestParty': {'id': 4, 'name': 'Conservative', 'abbreviation': 'Con', 'backgroundColour': '0000ff', 'foregroundColour': 'ffffff', 'isLordsMainParty': True, 'isLordsSpiritualParty': True, 'governmentType': 0, 'isIndependentParty': False}, 'gender': 'F', 'latestHouseMembership': {'membershipFrom': 'Hertford and Stortford', 'membershipFromId': 3530, 'house': 1, 'membershipStartDate': '2019-12-12T00:00:00', 'membershipEndDate': None, 'membershipEndReason': None, 'membershipEndReasonNotes': None, 'membershipEndReasonId': None, 'membershipStatus': {'statusIsActive': True, 'statusDescription': 'Current Member', 'statusNotes': None, 'statusId': 0, 'status': 0, 'statusStartDate': '2019-12-12T00:00:00'}}, 'thumbnailUrl': 'https://members-api.parliament.uk/api/Members/4768/Thumbnail'}, 'links': [{'rel': 'self', 'href': '/Members/4768', 'method': 'GET'}, {'rel': 'overview', 'href': '/Members/4768', 'method': 'GET'}, {'rel': 'synopsis', 'href': '/Members/4768/Synopsis', 'method': 'GET'}, {'rel': 'contactInformation', 'href': '/Members/4768/Contact', 'method': 'GET'}]}"
529,Daisy Cooper,4769,Liberal Democrat,"{'value': {'id': 4769, 'nameListAs': 'Cooper, Daisy', 'nameDisplayAs': 'Daisy Cooper', 'nameFullTitle': 'Daisy Cooper MP', 'nameAddressAs': None, 'latestParty': {'id': 17, 'name': 'Liberal Democrat', 'abbreviation': 'LD', 'backgroundColour': 'f8a428', 'foregroundColour': 'FFFFFF', 'isLordsMainParty': True, 'isLordsSpiritualParty': False, 'governmentType': None, 'isIndependentParty': False}, 'gender': 'F', 'latestHouseMembership': {'membershipFrom': 'St Albans', 'membershipFromId': 3765, 'house': 1, 'membershipStartDate': '2019-12-12T00:00:00', 'membershipEndDate': None, 'membershipEndReason': None, 'membershipEndReasonNotes': None, 'membershipEndReasonId': None, 'membershipStatus': {'statusIsActive': True, 'statusDescription': 'Current Member', 'statusNotes': None, 'statusId': 0, 'status': 0, 'statusStartDate': '2019-12-12T00:00:00'}}, 'thumbnailUrl': 'https://members-api.parliament.uk/api/Members/4769/Thumbnail'}, 'links': [{'rel': 'self', 'href': '/Members/4769', 'method': 'GET'}, {'rel': 'overview', 'href': '/Members/4769', 'method': 'GET'}, {'rel': 'synopsis', 'href': '/Members/4769/Synopsis', 'method': 'GET'}, {'rel': 'contactInformation', 'href': '/Members/4769/Contact', 'method': 'GET'}]}"
530,Amy Callaghan,4770,Scottish National Party,"{'value': {'id': 4770, 'nameListAs': 'Callaghan, Amy', 'nameDisplayAs': 'Amy Callaghan', 'nameFullTitle': 'Amy Callaghan MP', 'nameAddressAs': None, 'latestParty': {'id': 29, 'name': 'Scottish National Party', 'abbreviation': 'SNP', 'backgroundColour': 'fcf28f', 'foregroundColour': '000000', 'isLordsMainParty': False, 'isLordsSpiritualParty': False, 'governmentType': None, 'isIndependentParty': False}, 'gender': 'F', 'latestHouseMembership': {'membershipFrom': 'East Dunbartonshire', 'membershipFromId': 965, 'house': 1, 'membershipStartDate': '2019-12-12T00:00:00', 'membershipEndDate': None, 'membershipEndReason': None, 'membershipEndReasonNotes': None, 'membershipEndReasonId': None, 'membershipStatus': {'statusIsActive': True, 'statusDescription': 'Current Member', 'statusNotes': None, 'statusId': 0, 'status': 0, 'statusStartDate': '2019-12-12T00:00:00'}}, 'thumbnailUrl': 'https://members-api.parliament.uk/api/Members/4770/Thumbnail'}, 'links': [{'rel': 'self', 'href': '/Members/4770', 'method': 'GET'}, {'rel': 'overview', 'href': '/Members/4770', 'method': 'GET'}, {'rel': 'synopsis', 'href': '/Members/4770/Synopsis', 'method': 'GET'}, {'rel': 'contactInformation', 'href': '/Members/4770/Contact', 'method': 'GET'}]}"
531,Tom Hunt,4771,Conservative,"{'value': {'id': 4771, 'nameListAs': 'Hunt, Tom', 'nameDisplayAs': 'Tom Hunt', 'nameFullTitle': 'Tom Hunt MP', 'nameAddressAs': None, 'latestParty': {'id': 4, 'name': 'Conservative', 'abbreviation': 'Con', 'backgroundColour': '0000ff', 'foregroundColour': 'ffffff', 'isLordsMainParty': True, 'isLordsSpiritualParty': True, 'governmentType': 0, 'isIndependentParty': False}, 'gender': 'M', 'latestHouseMembership': {'membershipFrom': 'Ipswich', 'membershipFromId': 3547, 'house': 1, 'membershipStartDate': '2019-12-12T00:00:00', 'membershipEndDate': None, 'membershipEndReason': None, 'membershipEndReasonNotes': None, 'membershipEndReasonId': None, 'membershipStatus': {'statusIsActive': True, 'statusDescription': 'Current Member', 'statusNotes': None, 'statusId': 0, 'status': 0, 'statusStartDate': '2019-12-12T00:00:00'}}, 'thumbnailUrl': 'https://members-api.parliament.uk/api/Members/4771/Thumbnail'}, 'links': [{'rel': 'self', 'href': '/Members/4771', 'method': 'GET'}, {'rel': 'overview', 'href': '/Members/4771', 'method': 'GET'}, {'rel': 'synopsis', 'href': '/Members/4771/Synopsis', 'method': 'GET'}, {'rel': 'contactInformation', 'href': '/Members/4771/Contact', 'method': 'GET'}]}"
532,Kenny MacAskill,4772,Alba Party,"{'value': {'id': 4772, 'nameListAs': 'MacAskill, Kenny', 'nameDisplayAs': 'Kenny MacAskill', 'nameFullTitle': 'Kenny MacAskill MP', 'nameAddressAs': None, 'latestParty': {'id': 1034, 'name': 'Alba Party', 'abbreviation': 'Alba', 'backgroundColour': '0015ff', 'foregroundColour': None, 'isLordsMainParty': False, 'isLordsSpiritualParty': False, 'governmentType': None, 'isIndependentParty': False}, 'gender': 'M', 'latestHouseMembership': {'membershipFrom': 'East Lothian', 'membershipFromId': 991, 'house': 1, 'membershipStartDate': '2019-12-12T00:00:00', 'membershipEndDate': None, 'membershipEndReason': None, 'membershipEndReasonNotes': None, 'membershipEndReasonId': None, 'membershipStatus': {'statusIsActive': True, 'statusDescription': 'Current Member', 'statusNotes': None, 'statusId': 0, 'status': 0, 'statusStartDate': '2019-12-12T00:00:00'}}, 'thumbnailUrl': 'https://members-api.parliament.uk/api/Members/4772/Thumbnail'}, 'links': [{'rel': 'self', 'href': '/Members/4772', 'method': 'GET'}, {'rel': 'overview', 'href': '/Members/4772', 'method': 'GET'}, {'rel': 'synopsis', 'href': '/Members/4772/Synopsis', 'method': 'GET'}, {'rel': 'contactInformation', 'href': '/Members/4772/Contact', 'method': 'GET'}]}"
533,Kate Kniveton,4773,Conservative,"{'value': {'id': 4773, 'nameListAs': 'Kniveton, Kate', 'nameDisplayAs': 'Kate Kniveton', 'nameFullTitle': 'Kate Kniveton MP', 'nameAddressAs': None, 'latestParty': {'id': 4, 'name': 'Conservative', 'abbreviation': 'Con', 'backgroundColour': '0000ff', 'foregroundColour': 'ffffff', 'isLordsMainParty': True, 'isLordsSpiritualParty': True, 'governmentType': 0, 'isIndependentParty': False}, 'gender': 'F', 'latestHouseMembership': {'membershipFrom': 'Burton', 'membershipFromId': 3378, 'house': 1, 'membershipStartDate': '2019-12-12T00:00:00', 'membershipEndDate': None, 'membershipEndReason': None, 'membershipEndReasonNotes': None, 'membershipEndReasonId': None, 'membershipStatus': {'statusIsActive': True, 'statusDescription': 'Current Member', 'statusNotes': None, 'statusId': 0, 'status': 0, 'statusStartDate': '2019-12-12T00:00:00'}}, 'thumbnailUrl': 'https://members-api.parliament.uk/api/Members/4773/Thumbnail'}, 'links': [{'rel': 'self', 'href': '/Members/4773', 'method': 'GET'}, {'rel': 'overview', 'href': '/Members/4773', 'method': 'GET'}, {'rel': 'synopsis', 'href': '/Members/4773/Synopsis', 'method': 'GET'}, {'rel': 'contactInformation', 'href': '/Members/4773/Contact', 'method': 'GET'}]}"
534,Mark Fletcher,4774,Conservative,"{'value': {'id': 4774, 'nameListAs': 'Fletcher, Mark', 'nameDisplayAs': 'Mark Fletcher', 'nameFullTitle': 'Mark Fletcher MP', 'nameAddressAs': None, 'latestParty': {'id': 4, 'name': 'Conservative', 'abbreviation': 'Con', 'backgroundColour': '0000ff', 'foregroundColour': 'ffffff', 'isLordsMainParty': True, 'isLordsSpiritualParty': True, 'governmentType': 0, 'isIndependentParty': False}, 'gender': 'M', 'latestHouseMembership': {'membershipFrom': 'Bolsover', 'membershipFromId': 3343, 'house': 1, 'membershipStartDate': '2019-12-12T00:00:00', 'membershipEndDate': None, 'membershipEndReason': None, 'membershipEndReasonNotes': None, 'membershipEndReasonId': None, 'membershipStatus': {'statusIsActive': True, 'statusDescription': 'Current Member', 'statusNotes': None, 'statusId': 0, 'status': 0, 'statusStartDate': '2019-12-12T00:00:00'}}, 'thumbnailUrl': 'https://members-api.parliament.uk/api/Members/4774/Thumbnail'}, 'links': [{'rel': 'self', 'href': '/Members/4774', 'method': 'GET'}, {'rel': 'overview', 'href': '/Members/4774', 'method': 'GET'}, {'rel': 'synopsis', 'href': '/Members/4774/Synopsis', 'method': 'GET'}, {'rel': 'contactInformation', 'href': '/Members/4774/Contact', 'method': 'GET'}]}"
535,Elliot Colburn,4775,Conservative,"{'value': {'id': 4775, 'nameListAs': 'Colburn, Elliot', 'nameDisplayAs': 'Elliot Colburn', 'nameFullTitle': 'Elliot Colburn MP', 'nameAddressAs': None, 'latestParty': {'id': 4, 'name': 'Conservative', 'abbreviation': 'Con', 'backgroundColour': '0000ff', 'foregroundColour': 'ffffff', 'isLordsMainParty': True, 'isLordsSpiritualParty': True, 'governmentType': 0, 'isIndependentParty': False}, 'gender': 'M', 'latestHouseMembership': {'membershipFrom': 'Carshalton and Wallington', 'membershipFromId': 3396, 'house': 1, 'membershipStartDate': '2019-12-12T00:00:00', 'membershipEndDate': None, 'membershipEndReason': None, 'membershipEndReasonNotes': None, 'membershipEndReasonId': None, 'membershipStatus': {'statusIsActive': True, 'statusDescription': 'Current Member', 'statusNotes': None, 'statusId': 0, 'status': 0, 'statusStartDate': '2019-12-12T00:00:00'}}, 'thumbnailUrl': 'https://members-api.parliament.uk/api/Members/4775/Thumbnail'}, 'links': [{'rel': 'self', 'href': '/Members/4775', 'method': 'GET'}, {'rel': 'overview', 'href': '/Members/4775', 'method': 'GET'}, {'rel': 'synopsis', 'href': '/Members/4775/Synopsis', 'method': 'GET'}, {'rel': 'contactInformation', 'href': '/Members/4775/Contact', 'method': 'GET'}]}"
536,Munira Wilson,4776,Liberal Democrat,"{'value': {'id': 4776, 'nameListAs': 'Wilson, Munira', 'nameDisplayAs': 'Munira Wilson', 'nameFullTitle': 'Munira Wilson MP', 'nameAddressAs': None, 'latestParty': {'id': 17, 'name': 'Liberal Democrat', 'abbreviation': 'LD', 'backgroundColour': 'f8a428', 'foregroundColour': 'FFFFFF', 'isLordsMainParty': True, 'isLordsSpiritualParty': False, 'governmentType': None, 'isIndependentParty': False}, 'gender': 'F', 'latestHouseMembership': {'membershipFrom': 'Twickenham', 'membershipFromId': 3814, 'house': 1, 'membershipStartDate': '2019-12-12T00:00:00', 'membershipEndDate': None, 'membershipEndReason': None, 'membershipEndReasonNotes': None, 'membershipEndReasonId': None, 'membershipStatus': {'statusIsActive': True, 'statusDescription': 'Current Member', 'statusNotes': None, 'statusId': 0, 'status': 0, 'statusStartDate': '2019-12-12T00:00:00'}}, 'thumbnailUrl': 'https://members-api.parliament.uk/api/Members/4776/Thumbnail'}, 'links': [{'rel': 'self', 'href': '/Members/4776', 'method': 'GET'}, {'rel': 'overview', 'href': '/Members/4776', 'method': 'GET'}, {'rel': 'synopsis', 'href': '/Members/4776/Synopsis', 'method': 'GET'}, {'rel': 'contactInformation', 'href': '/Members/4776/Contact', 'method': 'GET'}]}"
537,Sarah Owen,4777,Labour,"{'value': {'id': 4777, 'nameListAs': 'Owen, Sarah', 'nameDisplayAs': 'Sarah Owen', 'nameFullTitle': 'Sarah Owen MP', 'nameAddressAs': None, 'latestParty': {'id': 15, 'name': 'Labour', 'abbreviation': 'Lab', 'backgroundColour': 'ff0000', 'foregroundColour': 'ffffff', 'isLordsMainParty': True, 'isLordsSpiritualParty': False, 'governmentType': 3, 'isIndependentParty': False}, 'gender': 'F', 'latestHouseMembership': {'membershipFrom': 'Luton North', 'membershipFromId': 3589, 'house': 1, 'membershipStartDate': '2019-12-12T00:00:00', 'membershipEndDate': None, 'membershipEndReason': None, 'membershipEndReasonNotes': None, 'membershipEndReasonId': None, 'membershipStatus': {'statusIsActive': True, 'statusDescription': 'Current Member', 'statusNotes': None, 'statusId': 0, 'status': 0, 'statusStartDate': '2019-12-12T00:00:00'}}, 'thumbnailUrl': 'https://members-api.parliament.uk/api/Members/4777/Thumbnail'}, 'links': [{'rel': 'self', 'href': '/Members/4777', 'method': 'GET'}, {'rel': 'overview', 'href': '/Members/4777', 'method': 'GET'}, {'rel': 'synopsis', 'href': '/Members/4777/Synopsis', 'method': 'GET'}, {'rel': 'contactInformation', 'href': '/Members/4777/Contact', 'method': 'GET'}]}"
